icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,D044,D044,malig_solid,Carcinoma in situ of skin of scalp and neck
DIAG-ICD10,D045,D045,malig_solid,Carcinoma in situ of skin of trunk
DIAG-ICD10,D046,D046.0,malig_solid,"Carcinoma in situ of skin of unspecified upper limb, including shoulder"
DIAG-ICD10,D046,D046.1,malig_solid,"Carcinoma in situ of skin of right upper limb, including shoulder"
DIAG-ICD10,D046,D046.2,malig_solid,"Carcinoma in situ of skin of left upper limb, including shoulder"
DIAG-ICD10,D047,D047.0,malig_solid,"Carcinoma in situ of skin of unspecified lower limb, including hip"
DIAG-ICD10,D047,D047.1,malig_solid,"Carcinoma in situ of skin of right lower limb, including hip"
DIAG-ICD10,D047,D047.2,malig_solid,"Carcinoma in situ of skin of left lower limb, including hip"
DIAG-ICD10,D048,D048,malig_solid,Carcinoma in situ of skin of other sites
DIAG-ICD10,D049,D049,malig_solid,"Carcinoma in situ of skin, unspecified"
DIAG-ICD10,D050,D050.0,malig_solid,Lobular carcinoma in situ of unspecified breast
DIAG-ICD10,D050,D050.1,malig_solid,Lobular carcinoma in situ of right breast
DIAG-ICD10,D050,D050.2,malig_solid,Lobular carcinoma in situ of left breast
DIAG-ICD10,D051,D051.0,malig_solid,Intraductal carcinoma in situ of unspecified breast
DIAG-ICD10,D051,D051.1,malig_solid,Intraductal carcinoma in situ of right breast
DIAG-ICD10,D051,D051.2,malig_solid,Intraductal carcinoma in situ of left breast
DIAG-ICD10,D058,D058.0,malig_solid,Other specified type of carcinoma in situ of unspecified breast
DIAG-ICD10,D058,D058.1,malig_solid,Other specified type of carcinoma in situ of right breast
DIAG-ICD10,D058,D058.2,malig_solid,Other specified type of carcinoma in situ of left breast
DIAG-ICD10,D059,D059.0,malig_solid,Unspecified type of carcinoma in situ of unspecified breast
DIAG-ICD10,D059,D059.1,malig_solid,Unspecified type of carcinoma in situ of right breast
DIAG-ICD10,D059,D059.2,malig_solid,Unspecified type of carcinoma in situ of left breast
DIAG-ICD10,D06,D06.0,malig_solid,Carcinoma in situ of endocervix
DIAG-ICD10,D06,D06.1,malig_solid,Carcinoma in situ of exocervix
DIAG-ICD10,D06,D06.7,malig_solid,Carcinoma in situ of other parts of cervix
DIAG-ICD10,D06,D06.9,malig_solid,"Carcinoma in situ of cervix, unspecified"
DIAG-ICD10,D07,D07.0,malig_solid,Carcinoma in situ of endometrium
DIAG-ICD10,D07,D07.1,malig_solid,Carcinoma in situ of vulva
DIAG-ICD10,D07,D07.2,malig_solid,Carcinoma in situ of vagina
DIAG-ICD10,D073,D073.0,malig_solid,Carcinoma in situ of unspecified female genital organs
DIAG-ICD10,D073,D073.9,malig_solid,Carcinoma in situ of other female genital organs
DIAG-ICD10,D074,D074,malig_solid,Carcinoma in situ of penis
DIAG-ICD10,D075,D075,malig_solid,Carcinoma in situ of prostate
DIAG-ICD10,D076,D076.0,malig_solid,Carcinoma in situ of unspecified male genital organs
DIAG-ICD10,D076,D076.1,malig_solid,Carcinoma in situ of scrotum
DIAG-ICD10,D076,D076.9,malig_solid,Carcinoma in situ of other male genital organs
DIAG-ICD10,D09,D09.0,malig_solid,Carcinoma in situ of bladder
DIAG-ICD10,D091,D091.0,malig_solid,Carcinoma in situ of unspecified urinary organ
DIAG-ICD10,D091,D091.9,malig_solid,Carcinoma in situ of other urinary organs
DIAG-ICD10,D092,D092.0,malig_solid,Carcinoma in situ of unspecified eye
DIAG-ICD10,D092,D092.1,malig_solid,Carcinoma in situ of right eye
DIAG-ICD10,D092,D092.2,malig_solid,Carcinoma in situ of left eye
DIAG-ICD10,D093,D093,malig_solid,Carcinoma in situ of thyroid and other endocrine glands
DIAG-ICD10,D098,D098,malig_solid,Carcinoma in situ of other specified sites
DIAG-ICD10,D099,D099,malig_solid,"Carcinoma in situ, unspecified"
DIAG-ICD9,415,415.11,pe,Iatrogenic pulmonary embolism and infarction
DIAG-ICD9,415,415.12,pe,Septic pulmonary embolism
DIAG-ICD9,415,415.13,pe,Saddle embolus of pulmonary artery
DIAG-ICD9,415,415.19,pe,Other pulmonary embolism and infarction
DIAG-ICD10,I260,I260.1,pe,Septic pulmonary embolism with acute cor pulmonale
DIAG-ICD10,I260,I260.2,pe,Saddle embolus of pulmonary artery with acute cor pulmonale
DIAG-ICD10,I260,I260.9,pe,Other pulmonary embolism with acute cor pulmonale
DIAG-ICD10,I269,I269.0,pe,Septic pulmonary embolism without acute cor pulmonale
DIAG-ICD10,I269,I269.2,pe,Saddle embolus of pulmonary artery without acute cor pulmonale
DIAG-ICD10,I269,I269.9,pe,Other pulmonary embolism without acute cor pulmonale
DIAG-ICD10,I278,I278.2,pe,Chronic pulmonary embolism
DIAG-ICD9,V12,V12.55,pe,Personal history of pulmonary embolism
DIAG-ICD10,Z8671,Z8671.1,pe,Personal history of pulmonary embolism
DIAG-ICD9,10,10,ptb,"Primary tuberculous infection, unspecified"
DIAG-ICD9,10,10.01,ptb,"Primary tuberculous infection, bacteriological or histological examination not done"
DIAG-ICD9,10,10.02,ptb,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,10,10.03,ptb,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,10,10.04,ptb,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,10,10.05,ptb,"Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,10,10.06,ptb,"Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,10,10.1,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, unspecified"
DIAG-ICD9,10,10.11,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,10,10.12,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,10,10.13,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,10,10.14,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,10,10.15,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,10,10.16,ptb,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,10,10.8,ptb,"Other primary progressive tuberculosis, unspecified"
DIAG-ICD9,10,10.81,ptb,"Other primary progressive tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,10,10.82,ptb,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,10,10.83,ptb,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,10,10.84,ptb,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,10,10.85,ptb,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,10,10.86,ptb,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,10,10.9,ptb,"Primary tuberculous infection, unspecified, unspecified"
DIAG-ICD9,10,10.91,ptb,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done"
DIAG-ICD9,10,10.92,ptb,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,10,10.93,ptb,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,10,10.94,ptb,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,10,10.95,ptb,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,10,10.96,ptb,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11,ptb,"Tuberculosis of lung, infiltrative, unspecified"
DIAG-ICD9,11,11.01,ptb,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
DIAG-ICD9,11,11.02,ptb,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.03,ptb,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.04,ptb,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.05,ptb,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.06,ptb,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.1,ptb,"Tuberculosis of lung, nodular, unspecified"
DIAG-ICD9,11,11.11,ptb,"Tuberculosis of lung, nodular, bacteriological or histological examination not done"
DIAG-ICD9,11,11.12,ptb,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.13,ptb,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.14,ptb,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.15,ptb,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.16,ptb,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.2,ptb,"Tuberculosis of lung with cavitation, unspecified"
DIAG-ICD9,11,11.21,ptb,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done"
DIAG-ICD9,11,11.22,ptb,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.23,ptb,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.24,ptb,"Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.25,ptb,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.26,ptb,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.3,ptb,"Tuberculosis of bronchus, unspecified"
DIAG-ICD9,11,11.31,ptb,"Tuberculosis of bronchus, bacteriological or histological examination not done"
DIAG-ICD9,11,11.32,ptb,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.33,ptb,"Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.34,ptb,"Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture"
DIAG-ICD9,11,11.35,ptb,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.36,ptb,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.4,ptb,"Tuberculous fibrosis of lung, unspecified"
DIAG-ICD9,11,11.41,ptb,"Tuberculous fibrosis of lung, bacteriological or histological examination not done"
DIAG-ICD9,11,11.42,ptb,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.43,ptb,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.44,ptb,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.45,ptb,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.46,ptb,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.5,ptb,"Tuberculous bronchiectasis, unspecified"
DIAG-ICD9,11,11.51,ptb,"Tuberculous bronchiectasis, bacteriological or histological examination not done"
DIAG-ICD9,11,11.52,ptb,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.53,ptb,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.54,ptb,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.55,ptb,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.56,ptb,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.6,ptb,"Tuberculous pneumonia [any form], unspecified"
DIAG-ICD9,11,11.61,ptb,"Tuberculous pneumonia [any form], bacteriological or histological examination not done"
DIAG-ICD9,11,11.62,ptb,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.63,ptb,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.64,ptb,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.65,ptb,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.66,ptb,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.7,ptb,"Tuberculous pneumothorax, unspecified"
DIAG-ICD9,11,11.71,ptb,"Tuberculous pneumothorax, bacteriological or histological examination not done"
DIAG-ICD9,11,11.72,ptb,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.73,ptb,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.74,ptb,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.75,ptb,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.76,ptb,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.8,ptb,"Other specified pulmonary tuberculosis, unspecified"
DIAG-ICD9,11,11.81,ptb,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,11,11.82,ptb,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.83,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.84,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.85,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.86,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,11.9,ptb,"Pulmonary tuberculosis, unspecified, unspecified"
DIAG-ICD9,11,11.91,ptb,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
DIAG-ICD9,11,11.92,ptb,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,11.93,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,11.94,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,11.95,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,11.96,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,12,ptb,"Tuberculous pleurisy, unspecified"
DIAG-ICD9,12,12.01,ptb,"Tuberculous pleurisy, bacteriological or histological examination not done"
DIAG-ICD9,12,12.02,ptb,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,12.03,ptb,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,12.04,ptb,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,12.05,ptb,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,12.06,ptb,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,12.2,ptb,"Isolated tracheal or bronchial tuberculosis, unspecified"
DIAG-ICD9,12,12.21,ptb,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,12,12.22,ptb,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,12.23,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,12.24,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,12.25,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,12.26,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,12.3,ptb,"Tuberculous laryngitis, unspecified"
DIAG-ICD9,12,12.31,ptb,"Tuberculous laryngitis, bacteriological or histological examination not done"
DIAG-ICD9,12,12.32,ptb,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,12.33,ptb,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,12.34,ptb,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,12.35,ptb,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,12.36,ptb,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,12.8,ptb,"Other specified respiratory tuberculosis, unspecified"
DIAG-ICD9,12,12.81,ptb,"Other specified respiratory tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,12,12.82,ptb,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,12.83,ptb,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,12.84,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,12.85,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,12.86,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD10,A15,A15.0,ptb,Tuberculosis of lung
DIAG-ICD10,A15,A15.4,ptb,Tuberculosis of intrathoracic lymph nodes
DIAG-ICD10,A15,A15.5,ptb,"Tuberculosis of larynx, trachea and bronchus"
DIAG-ICD10,A15,A15.6,ptb,Tuberculous pleurisy
DIAG-ICD10,A15,A15.7,ptb,Primary respiratory tuberculosis
DIAG-ICD10,A15,A15.8,ptb,Other respiratory tuberculosis
DIAG-ICD10,A15,A15.9,ptb,Respiratory tuberculosis unspecified
DIAG-ICD9,99,99.3,rheum,Reiter's disease
DIAG-ICD9,443,443.1,rheum,Thromboangiitis obliterans [Buerger's disease]
DIAG-ICD9,446,446,rheum,Polyarteritis nodosa
DIAG-ICD9,446,446.4,rheum,Wegener's granulomatosis
DIAG-ICD9,446,446.5,rheum,Giant cell arteritis
DIAG-ICD9,446,446.6,rheum,Thrombotic microangiopathy
DIAG-ICD9,517,517.2,rheum,Lung involvement in systemic sclerosis
DIAG-ICD9,695,695.4,rheum,Lupus erythematosus
DIAG-ICD9,696,696,rheum,Psoriatic arthropathy
DIAG-ICD9,696,696.1,rheum,Other psoriasis
DIAG-ICD9,696,696.2,rheum,Parapsoriasis
DIAG-ICD9,696,696.8,rheum,Other psoriasis and similar disorders
DIAG-ICD9,710,710,rheum,Systemic lupus erythematosus
DIAG-ICD9,710,710.1,rheum,Systemic sclerosis
DIAG-ICD9,710,710.2,rheum,Sicca syndrome
DIAG-ICD9,710,710.3,rheum,Dermatomyositis
DIAG-ICD9,710,710.4,rheum,Polymyositis
DIAG-ICD9,711,711.1,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified"
DIAG-ICD9,711,711.11,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region"
DIAG-ICD9,711,711.12,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
DIAG-ICD9,711,711.13,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm"
DIAG-ICD9,711,711.14,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, hand"
DIAG-ICD9,711,711.15,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh"
DIAG-ICD9,711,711.16,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg"
DIAG-ICD9,711,711.17,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
DIAG-ICD9,711,711.18,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
DIAG-ICD9,711,711.19,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites"
DIAG-ICD9,711,711.2,rheum,"Arthropathy in Behcet's syndrome, site unspecified"
DIAG-ICD9,711,711.21,rheum,"Arthropathy in Behcet's syndrome, shoulder region"
DIAG-ICD9,711,711.22,rheum,"Arthropathy in Behcet's syndrome, upper arm"
DIAG-ICD9,711,711.23,rheum,"Arthropathy in Behcet's syndrome, forearm"
DIAG-ICD9,711,711.24,rheum,"Arthropathy in Behcet's syndrome, hand"
DIAG-ICD9,711,711.25,rheum,"Arthropathy in Behcet's syndrome, pelvic region and thigh"
DIAG-ICD9,711,711.26,rheum,"Arthropathy in Behcet's syndrome, lower leg"
DIAG-ICD9,711,711.27,rheum,"Arthropathy in Behcet's syndrome, ankle and foot"
DIAG-ICD9,711,711.28,rheum,"Arthropathy in Behcet's syndrome, other specified sites"
DIAG-ICD9,711,711.29,rheum,"Arthropathy in Behcet's syndrome, multiple sites"
DIAG-ICD9,714,714,rheum,Rheumatoid arthritis
DIAG-ICD9,714,714.2,rheum,Other rheumatoid arthritis with visceral or systemic involvement
DIAG-ICD9,714,714.3,rheum,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified"
DIAG-ICD9,714,714.31,rheum,"Polyarticular juvenile rheumatoid arthritis, acute"
DIAG-ICD9,714,714.32,rheum,Pauciarticular juvenile rheumatoid arthritis
DIAG-ICD9,714,714.33,rheum,Monoarticular juvenile rheumatoid arthritis
DIAG-ICD9,720,720,rheum,Ankylosing spondylitis
DIAG-ICD9,720,720.1,rheum,Spinal enthesopathy
DIAG-ICD9,720,720.2,rheum,"Sacroiliitis, not elsewhere classified"
DIAG-ICD9,720,720.81,rheum,Inflammatory spondylopathies in diseases classified elsewhere
DIAG-ICD9,720,720.89,rheum,Other inflammatory spondylopathies
DIAG-ICD9,720,720.9,rheum,Unspecified inflammatory spondylopathy
DIAG-ICD10,L405,L405.0,rheum,"Arthropathic psoriasis, unspecified"
DIAG-ICD10,L405,L405.1,rheum,Distal interphalangeal psoriatic arthropathy
DIAG-ICD10,L405,L405.2,rheum,Psoriatic arthritis mutilans
DIAG-ICD10,L405,L405.3,rheum,Psoriatic spondylitis
DIAG-ICD10,L405,L405.4,rheum,Psoriatic juvenile arthropathy
DIAG-ICD10,L405,L405.9,rheum,Other psoriatic arthropathy
DIAG-ICD10,M051,M051.0,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified site
DIAG-ICD10,M0511,M0511.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right shoulder
DIAG-ICD10,M0511,M0511.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left shoulder
DIAG-ICD10,M0511,M0511.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M0512,M0512.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right elbow
DIAG-ICD10,M0512,M0512.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left elbow
DIAG-ICD10,M0512,M0512.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M0513,M0513.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right wrist
DIAG-ICD10,M0513,M0513.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left wrist
DIAG-ICD10,M0513,M0513.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M0514,M0514.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right hand
DIAG-ICD10,M0514,M0514.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left hand
DIAG-ICD10,M0514,M0514.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M0515,M0515.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right hip
DIAG-ICD10,M0515,M0515.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left hip
DIAG-ICD10,M0515,M0515.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M0516,M0516.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right knee
DIAG-ICD10,M0516,M0516.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left knee
DIAG-ICD10,M0516,M0516.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M0517,M0517.1,rheum,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M0517,M0517.2,rheum,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M0517,M0517.9,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M0519,M0519,rheum,Rheumatoid lung disease with rheumatoid arthritis of multiple sites
DIAG-ICD10,M052,M052.0,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site
